gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_type,gene_name
ENSG00000163661.4,7645.790765135612,-7.932788407797561,0.9359206034571967,-8.475920263422598,2.3322846463836505e-17,8.323266079068628e-15,protein_coding,PTX3
ENSG00000140937.14,6930.43587107586,-7.383567385679726,0.873781327130281,-8.450131808068306,2.909741341372704e-17,9.999451849191431e-15,protein_coding,CDH11
ENSG00000118503.17,2524.6053255414713,-4.960876327249291,0.5931430571634686,-8.363709677347005,6.077636742754219e-17,1.9903187808388992e-14,protein_coding,TNFAIP3
ENSG00000180447.7,971.1050032130527,-8.300222519956222,0.9929529332525765,-8.359129866072818,6.318252897605391e-17,1.9985782688379963e-14,protein_coding,GAS1
ENSG00000173918.15,1140.040809363311,-5.051244940081181,0.6042036245638952,-8.360169874398041,6.262801103184123e-17,1.9985782688379963e-14,protein_coding,C1QTNF1
ENSG00000144681.11,904.718643826956,-7.606221062184108,0.9098773210567236,-8.359611659899722,6.292504378462202e-17,1.9985782688379963e-14,protein_coding,STAC
ENSG00000113721.14,3269.0836980720205,-9.020394457559295,1.0848003349367847,-8.315257810171074,9.155302693078324e-17,2.831633397383647e-14,protein_coding,PDGFRB
ENSG00000115363.14,975.5017595174469,-5.817281843556763,0.6997562160416081,-8.313297846018509,9.3078514732563e-17,2.847179709995191e-14,protein_coding,EVA1A
ENSG00000183671.13,743.5346983633051,-7.826047235452353,0.9436414119803059,-8.293454628097313,1.1000591008611659e-16,3.31928013484319e-14,protein_coding,CMKLR2
ENSG00000103647.13,535.7275948223886,-7.492609681845003,0.9035410231864172,-8.292495293043425,1.1089705867955765e-16,3.31928013484319e-14,protein_coding,CORO2B
ENSG00000049540.19,16948.984288335938,-10.559203808505284,1.2753080019677288,-8.279728341869593,1.2345659032299386e-16,3.6174080507693236e-14,protein_coding,ELN
ENSG00000101955.15,1439.2413647834069,-7.332865388497051,0.8875807428356817,-8.261631910883615,1.4369423462094213e-16,4.166534078029734e-14,protein_coding,SRPX
ENSG00000079215.15,1683.5752802352144,-7.098986732969493,0.8605507848215009,-8.249352459125344,1.5925509132358464e-16,4.570128579467322e-14,protein_coding,SLC1A3
ENSG00000188015.10,202.08737900875477,-5.3188456843831915,0.6465550687683296,-8.226438769578364,1.9286159998041404e-16,5.368495497054806e-14,protein_coding,S100A3
ENSG00000073792.16,1952.5865834356432,-4.860241971117639,0.5952624975563979,-8.164871785253291,3.217768045509039e-16,8.764000406520426e-14,protein_coding,IGF2BP2
ENSG00000073756.13,3984.2639043836625,-7.694651007627308,0.9425176835036723,-8.163932775270128,3.2428942444015083e-16,8.764000406520426e-14,protein_coding,PTGS2
ENSG00000153162.9,403.32327150864234,-6.432120804818147,0.7918388334692796,-8.123017630541215,4.547332324005085e-16,1.182986379168276e-13,protein_coding,BMP6
ENSG00000196754.13,1317.1917487357466,-4.853551515827591,0.5997176557186178,-8.093060908823459,5.81837512803275e-16,1.4723662733083601e-13,protein_coding,S100A2
ENSG00000146966.13,393.5761649358577,-7.401660299781416,0.9162222603710468,-8.07845499931854,6.559246990517559e-16,1.6448936867391602e-13,protein_coding,DENND2A
ENSG00000124102.5,952.3365802472065,-8.715868940352129,1.0795096319219508,-8.073914935649498,6.807931363718877e-16,1.6623296266708655e-13,protein_coding,PI3
ENSG00000198768.11,890.4130154013035,-6.893153191860084,0.85365766009656,-8.074844886977735,6.75624758662844e-16,1.6623296266708655e-13,protein_coding,APCDD1L
ENSG00000149231.16,2016.1704170660448,-3.8052955207832424,0.471284042640032,-8.074314376244937,6.785684153858707e-16,1.6623296266708655e-13,protein_coding,CCDC82
ENSG00000072163.20,1026.8778118897749,-6.230421374641844,0.7736878750411488,-8.05288744419121,8.086326250766324e-16,1.9404394613476845e-13,protein_coding,LIMS2
ENSG00000168685.15,1457.4726615226273,-7.772703050104657,0.9651170722248907,-8.053637505537223,8.036901412019645e-16,1.9404394613476845e-13,protein_coding,IL7R
ENSG00000182326.17,6742.855336026176,-7.012182625467835,0.8719667225677191,-8.04180072929704,8.852777247727092e-16,2.106204337331037e-13,protein_coding,C1S
ENSG00000136999.5,1633.2764202000087,-5.9280629480434275,0.7376534612081366,-8.036379221124218,9.253206971704584e-16,2.1644728509610823e-13,protein_coding,CCN3
ENSG00000166147.15,53251.04219000882,-5.733883863449229,0.7134341545771475,-8.0370190110224,9.20503923480396e-16,2.1644728509610823e-13,protein_coding,FBN1
ENSG00000131459.13,1918.489394208025,-5.409219635549844,0.6738519306006382,-8.027311921074906,9.96315416543145e-16,2.292019498751652e-13,protein_coding,GFPT2
ENSG00000148468.17,1763.6296870624592,-5.955988775670038,0.7449966345184996,-7.994651921507627,1.2994044364104945e-15,2.916953378380849e-13,protein_coding,FAM171A1
ENSG00000113083.15,37466.73971642874,-6.058941072522317,0.7588657571089813,-7.98420671345721,1.4142885087952643e-15,3.149450794465998e-13,protein_coding,LOX
ENSG00000079931.15,1001.7601710595703,-5.954507226608387,0.7483064670964014,-7.957310925980934,1.7581849822960668e-15,3.8536092257632533e-13,protein_coding,MOXD1
ENSG00000107742.14,2735.906706662051,-7.0533387071088205,0.889798445959025,-7.926894836848956,2.2469341080285164e-15,4.848500607060603e-13,protein_coding,SPOCK2
ENSG00000164509.16,334.8639338490951,-8.025487726761694,1.018138388782313,-7.882511665590104,3.2086504856530925e-15,6.870461147587653e-13,protein_coding,IL31RA
ENSG00000249992.2,813.5290405850183,-6.06813279991833,0.7704293268117546,-7.8763003805033085,3.372169848303658e-15,7.111190901316714e-13,protein_coding,TMEM158
ENSG00000148798.11,203.287038474689,-8.081299497284173,1.0259210524930666,-7.8771163508595485,3.3502291749756433e-15,7.111190901316714e-13,protein_coding,INA
ENSG00000164236.12,702.9341204446038,-5.819738272145636,0.7391877725455851,-7.8731527878279906,3.45813902064796e-15,7.183638640205717e-13,protein_coding,ANKRD33B
ENSG00000118515.12,3664.058341905896,-4.9538305732421835,0.6324323046843993,-7.8329815484588154,4.76434253905321e-15,9.751488155668027e-13,protein_coding,SGK1
ENSG00000081041.9,457.3422637138454,-7.621151856115758,0.9728905613323537,-7.833514024104363,4.7441990281659026e-15,9.751488155668027e-13,protein_coding,CXCL2
ENSG00000185479.6,1345.811841932539,-9.85974958490393,1.260188010024362,-7.824030625964549,5.115835295749475e-15,1.0319158789310316e-12,protein_coding,KRT6B
ENSG00000154736.6,927.2419496102665,-9.372683412546207,1.1987660090868995,-7.8186095881091795,5.340997690672102e-15,1.0695828181118606e-12,protein_coding,ADAMTS5
ENSG00000087303.19,2733.939373753297,-6.256894745669424,0.8026036906463686,-7.795746292457861,6.402891883748724e-15,1.2730778462573533e-12,protein_coding,NID2
ENSG00000134853.12,2853.4846432695776,-6.35169088445035,0.8181738831368336,-7.763253038704091,8.27782251392312e-15,1.6226863908279154e-12,protein_coding,PDGFRA
ENSG00000132718.9,1422.3110833198523,-6.906310020677946,0.8903943311000333,-7.756462254364961,8.733128604916141e-15,1.6999676073178022e-12,protein_coding,SYT11
ENSG00000137809.17,5732.394822298793,-6.272365981492569,0.8097691446014269,-7.745869329930894,9.493009690867184e-15,1.8350515121873536e-12,protein_coding,ITGA11
ENSG00000183853.18,6741.920848995913,-5.404368564250417,0.6989532239861674,-7.732089042280991,1.0579589970280278e-14,2.0033569143722574e-12,protein_coding,KIRREL1
ENSG00000140511.12,1359.5589178246382,-5.929120937988342,0.7672517674450182,-7.727738389880251,1.0947402787401783e-14,2.058999351284568e-12,protein_coding,HAPLN3
ENSG00000134259.6,646.7301717664161,-8.208778538908476,1.0663974946125867,-7.697672378619621,1.385670930223453e-14,2.5886936921946333e-12,protein_coding,NGF
ENSG00000197467.17,907.3173703553106,-6.635773680745174,0.8630603312253945,-7.688655636997634,1.486890675535919e-14,2.7592725896145225e-12,protein_coding,COL13A1
ENSG00000164099.3,1384.5929066445092,-5.4674652142848625,0.7141179828399606,-7.6562491712383665,1.9144211807619115e-14,3.5059097360321424e-12,protein_coding,PRSS12
ENSG00000011028.14,10007.075376408866,-4.726923933682315,0.6197537641959344,-7.627099998037129,2.4009335492122596e-14,4.33976534258912e-12,protein_coding,MRC2
ENSG00000122786.20,41002.252091920134,-5.694271358781425,0.7471565900841928,-7.621255616764044,2.512198952348233e-14,4.4974351581224054e-12,protein_coding,CALD1
ENSG00000169994.20,149.68584793043502,-6.500874612552784,0.8530401174145894,-7.620831048668334,2.5204766657102144e-14,4.4974351581224054e-12,protein_coding,MYO7B
ENSG00000132840.10,901.3539801805965,-9.776417634087835,1.2872333962418332,-7.594906768757523,3.080141163226616e-14,5.461070663667268e-12,protein_coding,BHMT2
ENSG00000167754.13,4709.011674704397,-8.718470679257312,1.148325785639015,-7.592332061415566,3.1419856875745655e-14,5.535462886033266e-12,protein_coding,KLK5
ENSG00000105974.13,18232.986092552943,-6.253904293515187,0.8292377683298217,-7.541750427155839,4.637045542015828e-14,7.918822067948012e-12,protein_coding,CAV1
ENSG00000198467.16,25099.665123831102,-5.2127536349061705,0.6916615543375914,-7.536566984554256,4.82505173329816e-14,8.163205663696673e-12,protein_coding,TPM2
ENSG00000204381.12,815.210415455577,-7.676750237426013,1.0186505939167925,-7.536195711532743,4.8388020351701075e-14,8.163205663696673e-12,protein_coding,LAYN
ENSG00000259207.10,489.85515923511673,-5.526031950061994,0.7337135707593371,-7.5315929407479505,5.012501358441784e-14,8.405300470697921e-12,protein_coding,ITGB3
ENSG00000075618.18,7912.047894696162,-5.071719863203179,0.6740573748933743,-7.524166416850567,5.3057730777574314e-14,8.791160678122374e-12,protein_coding,FSCN1
ENSG00000142227.11,2902.160889777512,-5.774526775832998,0.7680396646460095,-7.518526765794686,5.5396905833439427e-14,9.110594677504525e-12,protein_coding,EMP3
ENSG00000157510.14,678.908991066954,-5.165615654149206,0.6896150197391122,-7.490578810338857,6.857053670606895e-14,1.103311826445165e-11,protein_coding,AFAP1L1
ENSG00000166173.11,1277.3787447535651,-4.05605188152808,0.5480103097725394,-7.401415282153378,1.3474062873537662e-13,2.095329687976505e-11,protein_coding,LARP6
ENSG00000198796.7,920.3785139977116,-6.722399991886122,0.9115812540525595,-7.374438605446053,1.650390105614419e-13,2.538135855242153e-11,protein_coding,ALPK2
ENSG00000087116.17,4087.7961031965333,-7.994023871766177,1.0865102431865932,-7.3575227862746555,1.8735443398873317e-13,2.834346752451292e-11,protein_coding,ADAMTS2
ENSG00000240694.9,817.2518334712717,-6.1654638970177995,0.839302425934702,-7.345938372752274,2.0432050696884807e-13,3.0743057470188404e-11,protein_coding,PNMA2
ENSG00000183696.14,1525.496197158591,-3.5701294503670544,0.4874457511933169,-7.324157491632687,2.404042257986361e-13,3.597791413618728e-11,protein_coding,UPP1
ENSG00000171608.18,990.6841950267698,-4.102765249071952,0.5614726270237249,-7.307150966236848,2.7286593745503973e-13,4.061762692512559e-11,protein_coding,PIK3CD
ENSG00000163064.7,517.394210659322,-8.005205081277246,1.098503811830787,-7.287371236277844,3.160611316151438e-13,4.6797221593825234e-11,protein_coding,EN1
ENSG00000196358.12,212.64066139098355,-7.308640537406793,1.0063557860246,-7.262481757349519,3.8005178610672513e-13,5.5765237028504613e-11,protein_coding,NTNG2
ENSG00000050165.19,8968.009296732345,-5.731160816941301,0.7968745512602627,-7.192048996767973,6.382611535843607e-13,9.158060552151683e-11,protein_coding,DKK3
ENSG00000166741.8,3231.879984012388,-6.946806564621602,0.9661425451600384,-7.190250133815281,6.467272991659978e-13,9.231949281838315e-11,protein_coding,NNMT
ENSG00000183386.10,544.9012252391155,-2.570058260725595,0.3579166378634445,-7.1806057300587005,6.940323238994245e-13,9.856675391869583e-11,protein_coding,FHL3
ENSG00000054356.14,635.6742978021998,-8.091101344777874,1.127183057961994,-7.178160891991235,7.065538453328888e-13,9.945004220718463e-11,protein_coding,PTPRN
ENSG00000138675.17,1273.3951804463143,-7.3053397550225645,1.0190066320656006,-7.169079695010531,7.550359668265325e-13,1.0561397574162492e-10,protein_coding,FGF5
ENSG00000076706.17,2890.178551197923,-5.185370682491141,0.7250223954898093,-7.152014496032247,8.551353572867395e-13,1.190177390271684e-10,protein_coding,MCAM
ENSG00000023445.16,1323.0717244072164,-4.491766877471537,0.6286586991415102,-7.145000750972582,8.999539753545551e-13,1.2463243212920098e-10,protein_coding,BIRC3
ENSG00000146648.21,14197.605817288932,-5.497630491737434,0.7698877191593864,-7.140821128748625,9.277501578420467e-13,1.2784580887965947e-10,protein_coding,EGFR
ENSG00000154655.16,185.83054897116173,-8.033666752508365,1.12600201056376,-7.134682422535032,9.701087797536407e-13,1.3302437435084897e-10,protein_coding,L3MBTL4
ENSG00000031081.11,1099.1141038973744,-3.5957669516201447,0.5050739589908526,-7.119287953005053,1.0848604945689471e-12,1.48030278072653e-10,protein_coding,ARHGAP31
ENSG00000169604.21,5053.842570100771,-4.795186425283797,0.678812406931105,-7.0640818823019496,1.6168139054835456e-12,2.1329683352151647e-10,protein_coding,ANTXR1
ENSG00000130224.15,154.16854094036069,-8.199549040183072,1.1618261754107533,-7.0574662662288485,1.6956591116461387e-12,2.2264324071595243e-10,protein_coding,LRCH2
ENSG00000122861.16,2127.2701764141884,-5.690325606621611,0.8067151627604021,-7.053698590653195,1.7422355671524337e-12,2.2768483214673774e-10,protein_coding,PLAU
ENSG00000105971.15,4764.873334521341,-4.768762565633349,0.676906748061566,-7.044932820199363,1.8555100711536478e-12,2.4135503897492026e-10,protein_coding,CAV2
ENSG00000111186.13,1230.0584470776503,-5.290903366434058,0.7517183284129485,-7.038412083957538,1.944429233364417e-12,2.5174480065084606e-10,protein_coding,WNT5B
ENSG00000074047.22,478.3750196139546,-6.238142344564879,0.8869272681439163,-7.03343167881118,2.01514671268705e-12,2.5969270321461447e-10,protein_coding,GLI2
ENSG00000105137.13,2053.8045986683233,-4.232621628037343,0.6020972552276305,-7.029797248348437,2.0683387047794456e-12,2.6531924509788314e-10,protein_coding,SYDE1
ENSG00000134363.12,3313.2604202023185,-5.486221304058591,0.7818054518634054,-7.017374067912136,2.2607676381544555e-12,2.8867306410856617e-10,protein_coding,FST
ENSG00000137285.11,1337.3021204628558,-6.029281813729303,0.8612750783794431,-7.000413648417497,2.552078893127153e-12,3.1999850481570916e-10,protein_coding,TUBB2B
ENSG00000136732.16,342.9986353181754,-5.975871716182208,0.8582543544163259,-6.962821319148711,3.3352474100516513e-12,4.126219862497678e-10,protein_coding,GYPC
ENSG00000163359.17,78698.95300302566,-5.602061093312015,0.805160947186033,-6.957691021764937,3.4589478012619636e-12,4.2603217254835407e-10,protein_coding,COL6A3
ENSG00000138395.17,250.6528583047868,-7.550060528568238,1.0856025162796055,-6.95471907567287,3.5326527431736503e-12,4.3319348792502965e-10,protein_coding,CDK15
ENSG00000119865.9,346.119543236908,-6.525381913796299,0.9395198354817446,-6.945443477997854,3.772732575396119e-12,4.606043156523086e-10,protein_coding,CNRIP1
ENSG00000184371.14,3212.1430717283383,-4.277168990921442,0.6164271396087354,-6.938644839090454,3.958789845502122e-12,4.791168440843351e-10,protein_coding,CSF1
ENSG00000120318.16,883.0567016329021,-5.552870147465258,0.8005235013110154,-6.936548568994335,4.017951523404667e-12,4.838317824980254e-10,protein_coding,ARAP3
ENSG00000197646.8,686.9963421780623,-5.646657124985045,0.8141042006700224,-6.9360373283146615,4.0325109045675345e-12,4.838317824980254e-10,protein_coding,PDCD1LG2
ENSG00000118849.10,4646.785522929066,-7.422799220761285,1.075401807249148,-6.902349587591477,5.114936947516993e-12,6.033024782673009e-10,protein_coding,RARRES1
ENSG00000180537.13,221.73446614312908,-5.984582039011862,0.8671929542589054,-6.901096243483927,5.160275534483393e-12,6.060819821851464e-10,protein_coding,RNF182
ENSG00000137193.14,1420.3403231918253,-2.4682277418245593,0.35780420165415755,-6.898263716339116,5.2641956753731215e-12,6.156897093264127e-10,protein_coding,PIM1
ENSG00000122641.11,21149.91998497732,-5.327642483310113,0.7737086633209839,-6.8858508840295425,5.744313796656456e-12,6.662446618488712e-10,protein_coding,INHBA
ENSG00000157833.13,312.6590827041074,-3.843285640670206,0.5582629503237602,-6.884364506799749,5.8046071466885494e-12,6.704441681959439e-10,protein_coding,GAREM2
ENSG00000137673.9,677.0062584177674,-7.2498942624460705,1.056850213892853,-6.859907077788687,6.8905353938257894e-12,7.860858328792404e-10,protein_coding,MMP7
ENSG00000119771.15,690.067546581309,-4.322106904199253,0.6317086513641922,-6.841930840848142,7.813281005619795e-12,8.805282998883911e-10,protein_coding,KLHL29
ENSG00000162692.12,387.7989002829076,-8.032772136738462,1.174385031983081,-6.839981707851149,7.920329322915097e-12,8.856821546451876e-10,protein_coding,VCAM1
ENSG00000163032.12,188.6332860646516,-6.617003488170937,0.9676368636602252,-6.83831273556608,8.013132024807045e-12,8.922141721701156e-10,protein_coding,VSNL1
ENSG00000104415.14,537.7936279688553,-10.17236165638137,1.488324666446929,-6.834773276092913,8.213482363410328e-12,9.108784664059359e-10,protein_coding,CCN4
ENSG00000154096.14,6844.926456154512,-7.697203687527755,1.130105948626692,-6.81104607659257,9.68915894869347e-12,1.0535446425618415e-09,protein_coding,THY1
ENSG00000182752.10,1664.9448550297782,-3.8314739152331456,0.563933743741542,-6.7941916187039855,1.0892153502379273e-11,1.170633146302044e-09,protein_coding,PAPPA
ENSG00000172572.7,770.7296956519068,-6.6472801901988605,0.9802862328654993,-6.780958425548861,1.1938123089573959e-11,1.2781138243130027e-09,protein_coding,PDE3A
ENSG00000131668.14,144.7259228006742,-6.493132168890807,0.9577211906850835,-6.779772894286798,1.2036493903384485e-11,1.2837082156881631e-09,protein_coding,BARX1
ENSG00000123610.5,360.2529483893715,-10.478905636320162,1.5487989986750634,-6.765826711719503,1.325501184869225e-11,1.4082691214511353e-09,protein_coding,TNFAIP6
ENSG00000078098.15,2943.08347379425,-6.734415160881588,0.9970006330088433,-6.754674909842163,1.431558734158333e-11,1.509426853183006e-09,protein_coding,FAP
ENSG00000167779.9,3233.837423451422,-5.42605057325069,0.8039527846625063,-6.749215472309743,1.4864669990071217e-11,1.5614073729948016e-09,protein_coding,IGFBP6
ENSG00000142173.17,34221.532405013706,-5.702970187341292,0.8466015220928298,-6.736309867767946,1.6245963662932258e-11,1.7000851297796328e-09,protein_coding,COL6A2
ENSG00000115355.18,2614.733223740656,-3.9476236397391373,0.5895599053542822,-6.69588213833318,2.1437445696873853e-11,2.178828750491716e-09,protein_coding,CCDC88A
ENSG00000162733.19,7036.883533677898,-5.187639913552467,0.7747311615683378,-6.696051702697483,2.141259910434289e-11,2.178828750491716e-09,protein_coding,DDR2
ENSG00000133107.15,626.481447731459,-7.254221450991919,1.0839162006389502,-6.692603585697564,2.1923445244592747e-11,2.2191309884672133e-09,protein_coding,TRPC4
ENSG00000091986.16,28816.87423783136,-5.276725217728688,0.7904054389285471,-6.675972808185225,2.4559750730004874e-11,2.4680332899653996e-09,protein_coding,CCDC80
ENSG00000145555.15,9903.51957947019,-2.8569152359096086,0.42885271587176954,-6.661763188562503,2.7056174422850793e-11,2.69941100800887e-09,protein_coding,MYO10
